 ,product_name,product_price,product_link,product_ram
21,"apple iphone 13 pro (alpine green, 128 gb)","₹1,19,900",https://www.flipkart.com/apple-iphone-13-pro-alpine-green-128-gb/p/itme0fb6eeb46a42?pid=MOBGC9VGERMGXNZW&lid=LSTMOBGC9VGERMGXNZWNMLAEY&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=59706d20-b148-40ec-a8ea-84e0c3ef3f16.MOBGC9VGERMGXNZW.SEARCH&ppt=None&ppn=None&ssid=psg8ucetz40000001719166179092&qH=817463f805dcb246,128 gb rom15.49 cm (6.1 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
22,"apple iphone 13 pro (gold, 128 gb)","₹1,19,900",https://www.flipkart.com/apple-iphone-13-pro-gold-128-gb/p/itm9547bf22f1980?pid=MOBG6VF5G2HGWZH3&lid=LSTMOBG6VF5G2HGWZH3PG1U5R&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=59706d20-b148-40ec-a8ea-84e0c3ef3f16.MOBG6VF5G2HGWZH3.SEARCH&ppt=None&ppn=None&ssid=psg8ucetz40000001719166179092&qH=817463f805dcb246,128 gb rom15.49 cm (6.1 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
23,"apple iphone 13 mini ((product)red, 128 gb)","₹64,900",https://www.flipkart.com/apple-iphone-13-mini-product-red-128-gb/p/itm2c7e4135cf793?pid=MOBG6VF564UJVCBY&lid=LSTMOBG6VF564UJVCBYS2MHHT&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=59706d20-b148-40ec-a8ea-84e0c3ef3f16.MOBG6VF564UJVCBY.SEARCH&ppt=None&ppn=None&ssid=psg8ucetz40000001719166179092&qH=817463f805dcb246,128 gb rom13.72 cm (5.4 inch) super retina xdr display12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
24,"apple iphone 13 pro max (gold, 128 gb)","₹1,29,900",https://www.flipkart.com/apple-iphone-13-pro-max-gold-128-gb/p/itm8b15a11ea85d7?pid=MOBG6VF5EGHG2QPN&lid=LSTMOBG6VF5EGHG2QPNBAJFVP&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=59706d20-b148-40ec-a8ea-84e0c3ef3f16.MOBG6VF5EGHG2QPN.SEARCH&ppt=None&ppn=None&ssid=psg8ucetz40000001719166179092&qH=817463f805dcb246,128 gb rom17.02 cm (6.7 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
1,"apple iphone 13 pro (sierra blue, 128 gb)","₹1,19,900",https://www.flipkart.com/apple-iphone-13-pro-sierra-blue-128-gb/p/itmc6c1bb3dfb499?pid=MOBG6VF52HRFWPZD&lid=LSTMOBG6VF52HRFWPZDZU8XDN&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBG6VF52HRFWPZD.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom15.49 cm (6.1 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
2,"apple iphone 13 pro max (silver, 128 gb)","₹1,29,900",https://www.flipkart.com/apple-iphone-13-pro-max-silver-128-gb/p/itm558f640581d44?pid=MOBG6VF5VCKVMVDG&lid=LSTMOBG6VF5VCKVMVDGWCYX7R&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBG6VF5VCKVMVDG.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom17.02 cm (6.7 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
3,"apple iphone 13 mini (midnight, 128 gb)","₹64,900",https://www.flipkart.com/apple-iphone-13-mini-midnight-128-gb/p/itm6fb7dc262ba8c?pid=MOBG6VF5CPAWTCBH&lid=LSTMOBG6VF5CPAWTCBHSPDPW0&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBG6VF5CPAWTCBH.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom13.72 cm (5.4 inch) super retina xdr display12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
4,"apple iphone 13 pro max (alpine green, 128 gb)","₹1,29,900",https://www.flipkart.com/apple-iphone-13-pro-max-alpine-green-128-gb/p/itm7f01c7d933487?pid=MOBGC9VGHDZZFKHX&lid=LSTMOBGC9VGHDZZFKHXUIM3T5&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBGC9VGHDZZFKHX.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom17.02 cm (6.7 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
5,"apple iphone 13 pro (silver, 128 gb)","₹1,19,900",https://www.flipkart.com/apple-iphone-13-pro-silver-128-gb/p/itm273b7a40dcf8b?pid=MOBG6VF5BSWSQJZV&lid=LSTMOBG6VF5BSWSQJZVVECGCT&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBG6VF5BSWSQJZV.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom15.49 cm (6.1 inch) super retina xdr display12mp + 12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
6,"apple iphone 13 mini (starlight, 128 gb)","₹64,900",https://www.flipkart.com/apple-iphone-13-mini-starlight-128-gb/p/itmcb65606f21fd3?pid=MOBG6VF5BXXWYEYM&lid=LSTMOBG6VF5BXXWYEYMUIISKG&marketplace=FLIPKART&q=iphone+13+128+GB+4+GB&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=705abb7c-22af-49df-b744-1651adecc192.MOBG6VF5BXXWYEYM.SEARCH&ppt=None&ppn=None&ssid=yz7iex1grk0000001719166180261&qH=817463f805dcb246,128 gb rom13.72 cm (5.4 inch) super retina xdr display12mp + 12mp | 12mp front cameraa15 bionic chip processorbrand warranty for 1 year
